order_id,customer_id,postal_code,product_id,sales,quantity,discount,profit
CA-2018-135545,KM-16720,90004,OFF-PA-10003892,146.73,3,0,68.9631
CA-2018-135545,KM-16720,90004,FUR-FU-10000397,79.76,4,0,22.3328
US-2018-164175,PS-18970,60610,FUR-CH-10001146,213.115,5,0.3,-15.2225
CA-2017-106376,BS-11590,85234,OFF-AR-10002671,1113.024,8,0.2,111.3024
CA-2017-106376,BS-11590,85234,TEC-PH-10002726,167.968,4,0.2,62.988
CA-2019-119823,KD-16270,22153,OFF-PA-10000482,75.88,2,0,35.6636
CA-2019-106075,HM-14980,10009,OFF-BI-10004654,4.616,1,0.2,1.731
CA-2020-114440,TB-21520,49201,OFF-PA-10004675,19.05,3,0,8.763
US-2018-134026,JE-15745,38109,FUR-CH-10000513,831.936,8,0.2,-114.3912
US-2018-134026,JE-15745,38109,FUR-FU-10003708,97.04,2,0.2,1.213
US-2018-134026,JE-15745,38109,OFF-ST-10004123,72.784,1,0.2,-18.196
US-2020-118038,KB-16600,77041,OFF-BI-10004182,1.248,3,0.8,-1.9344
US-2020-118038,KB-16600,77041,FUR-FU-10000260,9.708,3,0.6,-5.8248
US-2020-118038,KB-16600,77041,OFF-ST-10000615,27.24,3,0.2,2.724
US-2017-147606,JE-15745,77070,FUR-FU-10003194,19.3,5,0.6,-14.475
CA-2019-127208,SC-20770,35601,OFF-AP-10002118,208.16,1,0,56.2032
CA-2019-127208,SC-20770,35601,OFF-BI-10002309,16.74,3,0,8.0352
CA-2017-139451,DN-13690,94122,OFF-AR-10002053,14.9,5,0,4.172
CA-2017-139451,DN-13690,94122,OFF-ST-10002370,21.39,1,0,6.2031
CA-2018-149734,JC-16105,27707,OFF-EN-10000927,200.984,7,0.2,62.8075
US-2020-119662,CS-12400,60623,OFF-ST-10003656,230.376,3,0.2,-48.9549
CA-2020-140088,PO-18865,29203,FUR-CH-10000863,301.96,2,0,33.2156
CA-2020-155558,PG-18895,55901,TEC-AC-10001998,19.99,1,0,6.7966
CA-2020-155558,PG-18895,55901,OFF-LA-10000134,6.16,2,0,2.9568
CA-2019-159695,GM-14455,77095,OFF-ST-10003442,158.368,7,0.2,13.8572
CA-2019-109806,JS-15685,90036,OFF-AR-10004930,20.1,3,0,6.633
CA-2019-109806,JS-15685,90036,TEC-PH-10004093,73.584,2,0.2,8.2782
CA-2019-109806,JS-15685,90036,OFF-PA-10000304,6.48,1,0,3.1104
CA-2018-149587,KB-16315,55407,OFF-PA-10003177,12.96,2,0,6.2208
CA-2018-149587,KB-16315,55407,FUR-FU-10003799,53.34,3,0,16.5354
CA-2018-149587,KB-16315,55407,OFF-BI-10002852,32.96,2,0,16.1504
US-2020-109484,RB-19705,97206,OFF-BI-10004738,5.682,1,0.7,-3.788
CA-2020-161018,PN-18775,10009,FUR-FU-10000629,96.53,7,0,40.5426
CA-2020-157833,KD-16345,94122,OFF-BI-10001721,51.312,3,0.2,17.9592
CA-2019-149223,ER-13855,55106,OFF-AP-10000358,77.88,6,0,22.5852
CA-2019-158568,RB-19465,60610,OFF-PA-10003256,64.624,7,0.2,22.6184
CA-2019-158568,RB-19465,60610,TEC-AC-10001767,95.976,3,0.2,-10.7973
CA-2019-158568,RB-19465,60610,OFF-BI-10002609,1.788,3,0.8,-3.0396
CA-2019-129903,GZ-14470,55901,OFF-PA-10004040,23.92,4,0,11.7208
US-2018-156867,LC-16870,80013,TEC-AC-10001552,238.896,6,0.2,-26.8758
US-2018-156867,LC-16870,80013,FUR-FU-10004006,102.36,3,0.2,-3.8385
US-2018-156867,LC-16870,80013,OFF-BI-10002794,36.882,3,0.7,-25.8174
CA-2020-119004,JM-15250,28205,TEC-AC-10003499,74.112,8,0.2,17.6016
CA-2020-119004,JM-15250,28205,TEC-PH-10002844,27.992,1,0.2,2.0994
CA-2020-119004,JM-15250,28205,OFF-AR-10000390,3.304,1,0.2,1.0738
CA-2018-129476,PA-19060,60462,TEC-AC-10000844,339.96,5,0.2,67.992
CA-2020-146780,CV-12805,10035,FUR-FU-10001934,41.96,2,0,10.9096
CA-2019-128867,CL-12565,50322,OFF-AR-10000380,75.96,2,0,22.788
CA-2019-128867,CL-12565,50322,OFF-BI-10003981,27.24,6,0,13.3476
CA-2017-115259,RC-19960,43229,OFF-FA-10000621,40.096,14,0.2,14.5348
CA-2017-115259,RC-19960,43229,OFF-EN-10002600,4.72,2,0.2,1.652
CA-2017-115259,RC-19960,43229,OFF-PA-10004965,23.976,3,0.2,7.4925
CA-2017-115259,RC-19960,43229,OFF-EN-10002504,130.464,6,0.2,44.0316
CA-2018-110457,DK-13090,98103,FUR-TA-10001768,787.53,3,0,165.3813
US-2018-136476,GG-14650,37620,OFF-BI-10003650,157.794,1,0.7,-115.7156
CA-2019-103730,SC-20725,19805,FUR-FU-10002157,47.04,3,0,18.3456
CA-2019-103730,SC-20725,19805,OFF-BI-10003910,30.84,4,0,13.878
CA-2019-103730,SC-20725,19805,OFF-ST-10000777,226.56,6,0,63.4368
CA-2019-103730,SC-20725,19805,OFF-EN-10002500,115.02,9,0,51.759
CA-2019-103730,SC-20725,19805,TEC-PH-10003875,68.04,7,0,19.7316
US-2017-152030,AD-10180,77041,FUR-CH-10004063,600.558,3,0.3,-8.5794
US-2017-134614,PF-19165,61701,FUR-TA-10004534,617.7,6,0.5,-407.682
US-2020-107272,TS-21610,85023,OFF-BI-10003274,2.388,2,0.7,-1.8308
US-2020-107272,TS-21610,85023,OFF-ST-10002974,243.992,7,0.2,30.499
US-2019-125969,LS-16975,90004,FUR-CH-10001146,81.424,2,0.2,-9.1602
US-2019-125969,LS-16975,90004,FUR-FU-10003773,238.56,3,0,26.2416
US-2020-164147,DW-13585,43229,TEC-PH-10002293,59.97,5,0.4,-11.994
US-2020-164147,DW-13585,43229,OFF-PA-10002377,78.304,2,0.2,29.364
US-2020-164147,DW-13585,43229,OFF-FA-10002780,21.456,9,0.2,6.9732
CA-2019-145583,LC-16885,95661,OFF-PA-10001804,20.04,3,0,9.6192
CA-2019-145583,LC-16885,95661,OFF-PA-10001736,35.44,1,0,16.6568
CA-2019-145583,LC-16885,95661,OFF-AR-10001149,11.52,4,0,3.456
CA-2019-145583,LC-16885,95661,OFF-FA-10002988,4.02,2,0,1.9698
CA-2019-145583,LC-16885,95661,OFF-BI-10004781,76.176,3,0.2,26.6616
CA-2019-145583,LC-16885,95661,OFF-SU-10001218,65.88,6,0,18.4464
CA-2019-145583,LC-16885,95661,FUR-FU-10001706,43.12,14,0,20.6976
CA-2019-110366,JD-15895,19140,FUR-FU-10004848,82.8,2,0.2,10.35
CA-2020-106180,SH-19975,94122,OFF-AR-10000940,8.82,3,0,2.3814
CA-2020-106180,SH-19975,94122,OFF-EN-10004030,10.86,3,0,5.1042
CA-2020-106180,SH-19975,94122,OFF-PA-10004327,143.7,3,0,68.976
CA-2020-155376,SG-20080,64055,OFF-AP-10001058,839.43,3,0,218.2518
CA-2018-110744,HA-14920,91104,OFF-ST-10003656,671.93,7,0,20.1579
CA-2017-110072,MG-17680,43055,FUR-FU-10000521,93.888,4,0.2,12.9096
CA-2019-114489,JE-16165,53132,TEC-PH-10000215,384.45,11,0,103.8015
CA-2019-114489,JE-16165,53132,TEC-PH-10001448,149.97,3,0,5.9988
CA-2019-114489,JE-16165,53132,FUR-CH-10000454,1951.84,8,0,585.552
CA-2019-114489,JE-16165,53132,OFF-BI-10002735,171.55,5,0,80.6285
CA-2019-158834,TW-21025,85254,OFF-AP-10000326,157.92,5,0.2,17.766
CA-2019-158834,TW-21025,85254,TEC-PH-10001254,203.184,2,0.2,15.2388
CA-2018-124919,SP-20650,95123,OFF-PA-10001950,58.38,7,0,26.271
CA-2018-124919,SP-20650,95123,OFF-PA-10002254,105.52,4,0,48.5392
CA-2018-124919,SP-20650,95123,OFF-ST-10001590,80.88,6,0,21.0288
CA-2018-118948,NK-18490,98105,OFF-AR-10001547,6.63,3,0,1.7901
CA-2017-104269,DB-13060,98115,FUR-CH-10004063,457.568,2,0.2,51.4764
CA-2019-114104,NP-18670,73034,OFF-LA-10002475,14.62,2,0,6.8714
CA-2019-114104,NP-18670,73034,TEC-PH-10004536,944.93,7,0,236.2325
CA-2019-162733,TT-21070,90045,OFF-PA-10002751,5.98,1,0,2.691
CA-2018-119697,EM-13960,19134,TEC-AC-10003657,54.384,2,0.2,1.3596
CA-2019-154508,RD-19900,88220,OFF-EN-10001990,28.4,5,0,13.348
CA-2019-113817,MJ-17740,98115,OFF-BI-10004002,27.68,2,0.2,9.688
CA-2017-139892,BM-11140,78207,OFF-AR-10004441,9.936,3,0.2,2.7324
CA-2017-139892,BM-11140,78207,TEC-MA-10000822,8159.952,8,0.4,-1359.992
CA-2017-139892,BM-11140,78207,OFF-ST-10000991,275.928,3,0.2,-58.6347
CA-2017-139892,BM-11140,78207,FUR-CH-10004287,1740.06,9,0.3,-24.858
CA-2017-139892,BM-11140,78207,OFF-AR-10002656,32.064,6,0.2,6.8136
CA-2017-139892,BM-11140,78207,OFF-AP-10002518,177.98,5,0.8,-453.849
CA-2017-139892,BM-11140,78207,TEC-PH-10003931,143.976,3,0.2,8.9985
CA-2017-118962,CS-12130,90004,OFF-PA-10000659,20.94,3,0,9.8418
CA-2017-118962,CS-12130,90004,OFF-PA-10001144,110.96,2,0,53.2608
CA-2017-118962,CS-12130,90004,FUR-CH-10003817,340.144,7,0.2,21.259
US-2017-100853,JB-15400,60623,OFF-AP-10000891,52.448,2,0.8,-131.12
US-2017-100853,JB-15400,60623,OFF-LA-10003148,20.16,4,0.2,6.552
US-2020-152366,SJ-20500,77036,OFF-AP-10002684,97.264,4,0.8,-243.16
US-2018-101511,JE-15745,43055,FUR-CH-10004698,396.802,7,0.3,-11.3372
US-2018-101511,JE-15745,43055,OFF-SU-10002189,15.88,5,0.2,-3.7715
CA-2018-137225,JK-15640,10009,OFF-AR-10001940,3.28,1,0,1.4104
CA-2017-166191,DK-13150,62521,OFF-ST-10003455,24.816,2,0.2,1.8612
CA-2017-166191,DK-13150,62521,TEC-AC-10004659,408.744,7,0.2,76.6395
CA-2017-158274,RM-19675,71203,TEC-PH-10003273,503.96,4,0,131.0296
CA-2017-158274,RM-19675,71203,TEC-PH-10004896,149.95,5,0,41.986
CA-2017-158274,RM-19675,71203,TEC-AC-10002345,29,2,0,7.25
CA-2019-105018,SK-19990,6824,OFF-BI-10001890,7.16,2,0,3.4368
CA-2017-123260,FM-14290,90032,TEC-AC-10002323,176.8,8,0,22.984
CA-2019-157000,AM-10360,75051,OFF-ST-10001328,37.224,3,0.2,3.7224
CA-2019-157000,AM-10360,75051,OFF-PA-10001950,20.016,3,0.2,6.255
CA-2018-102281,MP-17470,10035,FUR-BO-10002613,899.136,4,0.2,112.392
CA-2018-102281,MP-17470,10035,TEC-PH-10001552,71.76,6,0,20.0928
CA-2018-102281,MP-17470,10035,OFF-PA-10000061,51.84,8,0,24.8832
CA-2018-102281,MP-17470,10035,FUR-BO-10002545,626.352,3,0.2,46.9764
CA-2018-102281,MP-17470,10035,OFF-AR-10003514,19.9,5,0,6.567
CA-2018-131457,MZ-17515,92374,OFF-EN-10001509,14.28,7,0,6.7116
CA-2017-140004,CB-12025,45011,OFF-AR-10004685,7.408,2,0.2,1.2038
CA-2017-140004,CB-12025,45011,OFF-AR-10004027,6.048,3,0.2,1.5876
CA-2020-107720,VM-21685,7090,OFF-ST-10001414,46.26,3,0,12.0276
US-2020-124303,FH-14365,19120,OFF-BI-10000343,2.946,2,0.7,-2.2586
US-2020-124303,FH-14365,19120,OFF-PA-10002749,16.056,3,0.2,5.8203
CA-2020-105074,MB-17305,44312,OFF-PA-10002666,21.744,3,0.2,6.795
CA-2017-133690,BS-11755,80219,FUR-TA-10004289,218.75,2,0.5,-161.875
CA-2017-133690,BS-11755,80219,OFF-AP-10003622,2.6,1,0.2,0.2925
US-2020-116701,LC-17140,75220,OFF-AP-10003217,66.284,2,0.8,-178.9668
CA-2020-126382,HK-14890,37064,FUR-FU-10002960,35.168,7,0.2,9.6712
CA-2020-108329,LE-16810,90604,TEC-PH-10001918,444.768,4,0.2,44.4768
CA-2020-135860,JH-15985,48601,OFF-ST-10000642,83.92,4,0,5.8744
CA-2020-135860,JH-15985,48601,TEC-PH-10001700,131.98,2,0,35.6346
CA-2020-135860,JH-15985,48601,OFF-BI-10003274,15.92,4,0,7.4824
CA-2020-135860,JH-15985,48601,OFF-FA-10000134,52.29,9,0,16.2099
CA-2020-135860,JH-15985,48601,OFF-ST-10001522,91.99,1,0,3.6796
CA-2018-101007,MS-17980,75220,TEC-AC-10001266,20.8,2,0.2,6.5
CA-2018-146262,VW-21775,44256,OFF-LA-10004544,23.68,2,0.2,8.88
CA-2018-146262,VW-21775,44256,FUR-BO-10004695,452.45,5,0.5,-244.323
CA-2018-146262,VW-21775,44256,TEC-PH-10002844,62.982,3,0.4,-14.6958
CA-2018-146262,VW-21775,44256,TEC-MA-10000864,1188,9,0.7,-950.4
CA-2018-146262,VW-21775,44256,TEC-AC-10000109,89.584,2,0.2,4.4792
CA-2019-130162,JH-15910,90032,OFF-ST-10001328,93.06,6,0,26.0568
CA-2019-130162,JH-15910,90032,TEC-PH-10002563,302.376,3,0.2,22.6782
CA-2018-169397,JB-15925,43017,OFF-FA-10000585,5.584,2,0.2,1.8148
CA-2018-169397,JB-15925,43017,OFF-PA-10004000,22.704,6,0.2,8.2302
CA-2018-169397,JB-15925,43017,OFF-BI-10002852,19.776,4,0.7,-13.8432
CA-2018-169397,JB-15925,43017,FUR-FU-10000087,72.704,4,0.2,19.0848
CA-2018-169397,JB-15925,43017,TEC-MA-10001148,479.988,4,0.7,-383.9904
CA-2018-169397,JB-15925,43017,OFF-AR-10001958,27.168,2,0.2,2.7168
CA-2018-163055,DS-13180,48227,OFF-AR-10001026,2.2,1,0,0.968
CA-2018-163055,DS-13180,48227,FUR-TA-10003748,622.45,5,0,136.939
CA-2018-163055,DS-13180,48227,OFF-ST-10002485,21.98,1,0,0.2198
US-2018-145436,VD-21670,38401,FUR-CH-10004860,161.568,2,0.2,-28.2744
US-2018-145436,VD-21670,38401,FUR-CH-10004477,389.696,8,0.2,43.8408
US-2017-156216,EA-14035,28205,OFF-BI-10001679,18.648,7,0.7,-12.432
US-2020-100930,CS-12400,33614,FUR-TA-10001705,233.86,2,0.45,-102.048
US-2020-100930,CS-12400,33614,FUR-TA-10003473,620.6145,3,0.45,-248.2458
US-2020-100930,CS-12400,33614,OFF-BI-10001679,5.328,2,0.7,-3.552
US-2020-100930,CS-12400,33614,FUR-FU-10004017,258.072,3,0.2,0
US-2020-100930,CS-12400,33614,TEC-AC-10003832,617.976,3,0.2,-7.7247
CA-2020-160514,DB-13120,95051,OFF-PA-10002479,10.56,2,0,4.752
CA-2019-157749,KL-16645,60610,OFF-PA-10003349,25.92,5,0.2,9.396
CA-2019-157749,KL-16645,60610,FUR-FU-10000576,419.68,5,0.6,-356.728
CA-2019-157749,KL-16645,60610,FUR-FU-10004351,11.688,3,0.6,-4.6752
CA-2019-157749,KL-16645,60610,TEC-PH-10000011,31.984,2,0.2,11.1944
CA-2019-157749,KL-16645,60610,FUR-TA-10002607,177.225,5,0.5,-120.513
CA-2019-157749,KL-16645,60610,FUR-FU-10002505,4.044,3,0.6,-2.8308
CA-2019-157749,KL-16645,60610,OFF-AR-10004685,7.408,2,0.2,1.2038
CA-2017-131926,DW-13480,55044,FUR-CH-10004063,2001.86,7,0,580.5394
CA-2017-131926,DW-13480,55044,OFF-ST-10002276,166.72,2,0,41.68
CA-2017-131926,DW-13480,55044,OFF-PA-10004082,47.88,6,0,23.94
CA-2017-131926,DW-13480,55044,OFF-AP-10002945,1503.25,5,0,496.0725
CA-2017-131926,DW-13480,55044,OFF-PA-10000061,25.92,4,0,12.4416
CA-2019-154739,LH-17155,94109,FUR-CH-10002965,321.568,2,0.2,28.1372
CA-2019-145625,KC-16540,92037,OFF-PA-10004569,7.61,1,0,3.5767
CA-2019-145625,KC-16540,92037,TEC-AC-10003832,3347.37,13,0,636.0003
CA-2019-146941,DL-13315,10024,OFF-ST-10001228,80.58,6,0,22.5624
CA-2019-146941,DL-13315,10024,OFF-EN-10003296,361.92,4,0,162.864
US-2018-159982,DR-12880,60623,FUR-FU-10002505,12.132,9,0.6,-8.4924
US-2018-159982,DR-12880,60623,OFF-ST-10004804,82.368,2,0.2,-19.5624
US-2018-159982,DR-12880,60623,OFF-ST-10001590,53.92,5,0.2,4.044
US-2018-159982,DR-12880,60623,TEC-PH-10001580,647.904,6,0.2,56.6916
CA-2020-163139,CC-12670,10009,TEC-AC-10000290,20.37,3,0,6.9258
CA-2020-163139,CC-12670,10009,OFF-ST-10002790,221.55,3,0,6.6465
CA-2020-163139,CC-12670,10009,OFF-BI-10003460,17.52,5,0.2,6.132
US-2020-155299,Dl-13600,77506,OFF-AP-10002203,1.624,2,0.8,-4.466
US-2017-106992,SB-20290,77036,TEC-MA-10000822,3059.982,3,0.4,-509.997
US-2017-106992,SB-20290,77036,TEC-MA-10003353,2519.958,7,0.4,-251.9958
CA-2019-125318,RC-19825,60610,TEC-PH-10001433,328.224,4,0.2,28.7196
CA-2018-155040,AH-10210,94513,TEC-AC-10004469,79.9,2,0,35.156
CA-2020-136826,CB-12535,27514,OFF-AR-10003602,14.016,3,0.2,4.7304
CA-2019-111010,PG-18895,7960,OFF-FA-10003472,7.56,6,0,0.3024
US-2020-145366,CA-12310,45231,OFF-ST-10004180,37.208,1,0.2,-7.4416
US-2020-145366,CA-12310,45231,OFF-EN-10004386,57.576,3,0.2,21.591
CA-2020-163979,KH-16690,94110,OFF-ST-10003208,725.84,4,0,210.4936
CA-2018-155334,HA-14920,94109,TEC-AC-10003628,209.93,7,0,92.3692
CA-2018-155334,HA-14920,94109,FUR-FU-10003274,5.28,3,0,2.3232
CA-2018-155334,HA-14920,94109,OFF-BI-10002557,10.92,3,0.2,4.095
CA-2020-118136,BB-10990,90301,OFF-PA-10002615,8.82,2,0,4.0572
CA-2020-118136,BB-10990,90301,OFF-AR-10001427,5.98,1,0,1.5548
CA-2020-132976,AG-10495,19140,OFF-PA-10000673,11.648,2,0.2,4.0768
CA-2020-132976,AG-10495,19140,OFF-PA-10004470,18.176,4,0.2,5.9072
CA-2020-132976,AG-10495,19140,OFF-ST-10000876,59.712,6,0.2,5.9712
CA-2020-132976,AG-10495,19140,OFF-LA-10002043,24.84,3,0.2,8.694
US-2018-161991,SC-20725,77070,OFF-BI-10004967,2.08,5,0.8,-3.432
US-2018-161991,SC-20725,77070,TEC-PH-10001760,1114.4,7,0.2,376.11
CA-2018-130890,JO-15280,90004,FUR-TA-10002903,1038.84,5,0.2,51.942
CA-2018-130883,TB-21520,97206,OFF-PA-10000474,141.76,5,0.2,47.844
CA-2018-130883,TB-21520,97206,TEC-AC-10001956,239.8,5,0.2,47.96
CA-2018-130883,TB-21520,97206,OFF-PA-10004100,31.104,6,0.2,10.8864
CA-2019-112697,AH-10195,33319,OFF-BI-10000778,254.058,7,0.7,-169.372
CA-2019-112697,AH-10195,33319,OFF-AP-10002684,194.528,2,0.2,24.316
CA-2019-112697,AH-10195,33319,OFF-SU-10000646,961.48,5,0.2,-204.3145
CA-2019-110772,NZ-18565,43229,OFF-FA-10002983,19.096,7,0.2,6.6836
CA-2019-110772,NZ-18565,43229,OFF-LA-10004689,18.496,8,0.2,6.2424
CA-2019-110772,NZ-18565,43229,TEC-AC-10002001,255.984,2,0.2,54.3966
CA-2019-110772,NZ-18565,43229,FUR-BO-10004709,86.97,3,0.5,-48.7032
CA-2017-111451,KL-16555,80906,FUR-FU-10004091,300.416,8,0.2,78.8592
CA-2017-111451,KL-16555,80906,FUR-CH-10001891,230.352,3,0.2,20.1558
CA-2017-111451,KL-16555,80906,FUR-FU-10002918,218.352,3,0.2,-24.5646
CA-2017-111451,KL-16555,80906,OFF-BI-10004593,78.6,5,0.7,-62.88
CA-2017-111451,KL-16555,80906,OFF-FA-10004854,27.552,3,0.2,9.2988
CA-2019-142545,JD-15895,7109,OFF-PA-10002105,32.4,5,0,15.552
CA-2019-142545,JD-15895,7109,OFF-ST-10002756,1082.48,8,0,10.8248
CA-2019-142545,JD-15895,7109,OFF-PA-10004243,56.91,3,0,27.3168
CA-2019-142545,JD-15895,7109,FUR-FU-10001861,77.6,4,0,38.024
CA-2019-142545,JD-15895,7109,OFF-BI-10002706,14.28,1,0,6.5688
US-2020-152380,JH-15910,60623,FUR-TA-10002533,219.075,3,0.5,-131.445
CA-2018-144253,AS-10225,10024,FUR-FU-10002671,26.8,2,0,12.864
CA-2017-130960,KB-16600,48180,OFF-AR-10003651,9.84,3,0,2.8536
CA-2017-111003,CR-12625,8701,OFF-BI-10001072,45.48,3,0,20.9208
CA-2017-111003,CR-12625,8701,OFF-AR-10002135,289.2,6,0,83.868
CA-2020-126774,SH-20395,22204,OFF-AR-10002804,4.89,1,0,2.0049
CA-2019-142902,BP-11185,80004,FUR-FU-10001918,15.136,4,0.2,3.5948
CA-2019-142902,BP-11185,80004,FUR-CH-10004086,466.768,2,0.2,52.5114
CA-2019-142902,BP-11185,80004,FUR-FU-10001756,15.232,1,0.2,1.7136
CA-2019-142902,BP-11185,80004,OFF-LA-10000634,6.264,3,0.2,2.0358
CA-2017-120887,TS-21205,7601,FUR-FU-10001588,87.54,3,0,37.6422
CA-2017-167850,AG-10525,33710,TEC-PH-10002398,178.384,2,0.2,22.298
CA-2017-167850,AG-10525,33710,OFF-PA-10001937,15.552,3,0.2,5.4432
CA-2017-164259,SP-20860,19143,OFF-AR-10003373,99.136,4,0.2,8.6744
CA-2017-164973,NM-18445,10024,FUR-CH-10002602,135.882,1,0.1,24.1568
CA-2017-164973,NM-18445,10024,TEC-MA-10002927,3991.98,2,0,1995.99
CA-2017-164973,NM-18445,10024,TEC-PH-10004093,275.94,6,0,80.0226
CA-2017-164973,NM-18445,10024,TEC-AC-10000892,360,4,0,129.6
CA-2017-164973,NM-18445,10024,OFF-ST-10002974,43.57,1,0,13.071
CA-2017-156601,FA-14230,90805,OFF-FA-10000624,7.16,2,0,3.58
CA-2019-162138,GK-14620,92345,OFF-BI-10004593,251.52,6,0.2,81.744
CA-2019-162138,GK-14620,92345,TEC-AC-10001908,99.99,1,0,34.9965
